#,Customer Name,Branch,Zone,September,October,November
6974,,Garasbaaleey,Tareedisho,11,9,12
6984,,Garasbaaleey,Tareedisho,8,9,11
6987,,Garasbaaleey,Tareedisho,11,11,12
6990,,Garasbaaleey,Tareedisho,3,5,3
6993,,Garasbaaleey,Tareedisho,6,6,5
6994,,Garasbaaleey,Tareedisho,0,0,0
6995,,Garasbaaleey,Tareedisho,4,4,5
6996,,Garasbaaleey,Tareedisho,8,5,8
7003,,Garasbaaleey,Tareedisho,1,1,1
7004,,Garasbaaleey,Tareedisho,0,0,0
7005,,Garasbaaleey,Tareedisho,7,6,1
7006,,Garasbaaleey,Tareedisho,3,2,3
7008,,Garasbaaleey,Tareedisho,4,4,4
7010,,Garasbaaleey,Tareedisho,10,2,5
7012,,Garasbaaleey,Tareedisho,0,0,0
7013,,Garasbaaleey,Tareedisho,15,18,17
7015,,Garasbaaleey,Tareedisho,1,2,1
7016,,Garasbaaleey,Tareedisho,5,9,5
7022,,Garasbaaleey,Tareedisho,7,6,6
7023,,Garasbaaleey,Tareedisho,3,3.25,4
7024,,Garasbaaleey,Tareedisho,5,9,3
7025,,Garasbaaleey,Tareedisho,5,8,8
7028,,Garasbaaleey,Tareedisho,6,3,4
7030,,Garasbaaleey,Tareedisho,4,4,5
7031,,Garasbaaleey,Tareedisho,10,15,1
7032,,Garasbaaleey,Tareedisho,5,13,12
7034,,Garasbaaleey,Tareedisho,10,10,12
7035,,Garasbaaleey,Tareedisho,5,11,13
7038,,Garasbaaleey,Tareedisho,5,7,10
7040,,Garasbaaleey,Tareedisho,12,14,18
7043,,Garasbaaleey,Tareedisho,1,2,3
7044,,Garasbaaleey,Tareedisho,6,4,10
7045,,Garasbaaleey,Tareedisho,9,5,10
7051,,Garasbaaleey,Tareedisho,2,8,6
7052,,Garasbaaleey,Tareedisho,2,2,7
7057,,Garasbaaleey,Tareedisho,5,4,2
7059,,Garasbaaleey,Tareedisho,12,8,10
7061,,Garasbaaleey,Tareedisho,17,16,11
7062,,Garasbaaleey,Tareedisho,5,7,5
7063,,Garasbaaleey,Tareedisho,3,4,5
7064,,Garasbaaleey,Tareedisho,0,0,0
7065,,Garasbaaleey,Tareedisho,1,2,5
7069,,Garasbaaleey,Tareedisho,14,7,6
7070,,Garasbaaleey,Tareedisho,10,10,8
7074,,Garasbaaleey,Tareedisho,5,5,7
7077,,Garasbaaleey,Tareedisho,5,10,12
7081,,Garasbaaleey,Tareedisho,0,0,0
7087,,Garasbaaleey,Tareedisho,2,5,7
7088,,Garasbaaleey,Tareedisho,1,1,1
7092,,Garasbaaleey,Tareedisho,0,0,0
7094,,Garasbaaleey,Tareedisho,11,13,14
7095,,Garasbaaleey,Tareedisho,0,7,3
7097,,Garasbaaleey,Tareedisho,4,4,5
7099,,Garasbaaleey,Tareedisho,5,11,9
7100,,Garasbaaleey,Tareedisho,2,4,2
7101,,Garasbaaleey,Tareedisho,4,2,11
7103,,Garasbaaleey,Tareedisho,9,8,0
7104,,Garasbaaleey,Tareedisho,3,2,2
7105,,Garasbaaleey,Tareedisho,4,5,6
7109,,Garasbaaleey,Tareedisho,12,9,10
7111,,Garasbaaleey,Tareedisho,0,0,0
7112,,Garasbaaleey,Tareedisho,4,5,8
7113,,Garasbaaleey,Tareedisho,7,7,8
7115,,Garasbaaleey,Tareedisho,1,2,1
7117,,Garasbaaleey,Tareedisho,1,2,7
7118,,Garasbaaleey,Tareedisho,6,5,7
7119,,Garasbaaleey,Tareedisho,0,0,0
7120,,Garasbaaleey,Tareedisho,1,1,4
7122,,Garasbaaleey,Tareedisho,8,8,8
7123,,Garasbaaleey,Tareedisho,17,13,10
7124,,Garasbaaleey,Tareedisho,3,4,4
7127,,Garasbaaleey,Tareedisho,5,4,9
7131,,Garasbaaleey,Tareedisho,1,1,1
7132,,Garasbaaleey,Tareedisho,3,8,7
7135,,Garasbaaleey,Tareedisho,0,0,0
7136,,Garasbaaleey,Tareedisho,4,6,3
7138,,Garasbaaleey,Tareedisho,7,8,8
7139,,Garasbaaleey,Tareedisho,5,6,1
7140,,Garasbaaleey,Tareedisho,3,5,7
7143,,Garasbaaleey,Tareedisho,8,8,8
7144,,Garasbaaleey,Tareedisho,1,1,0
7145,,Garasbaaleey,Tareedisho,7,5,6
7146,,Garasbaaleey,Tareedisho,5,6,5
7147,,Garasbaaleey,Tareedisho,7,3,5
7148,,Garasbaaleey,Tareedisho,0,0,0
7149,,Garasbaaleey,Tareedisho,12,15,5
7151,,Garasbaaleey,Tareedisho,2,4,7
7152,,Garasbaaleey,Tareedisho,1,1,1
7153,,Garasbaaleey,Tareedisho,13,10,8
7156,,Garasbaaleey,Tareedisho,4,4,6
7158,,Garasbaaleey,Tareedisho,2,4,10
7165,,Garasbaaleey,Tareedisho,4,3,5
7166,,Garasbaaleey,Tareedisho,6,6,7
7167,,Garasbaaleey,Tareedisho,0,17,7
7169,,Garasbaaleey,Tareedisho,1,3,3
7173,,Garasbaaleey,Tareedisho,1,20,4
7177,,Garasbaaleey,Tareedisho,9,11,13
7178,,Garasbaaleey,Tareedisho,3,3,4
7179,,Garasbaaleey,Tareedisho,0,0,0
7180,,Garasbaaleey,Tareedisho,1,1,1
7181,,Garasbaaleey,Tareedisho,5,6,8
7186,,Garasbaaleey,Tareedisho,9,12,10
7187,,Garasbaaleey,Tareedisho,6,7,1
7190,,Garasbaaleey,Tareedisho,5,1,7
7191,,Garasbaaleey,Tareedisho,10,10,8
7193,,Garasbaaleey,Tareedisho,7,8,9
7194,,Garasbaaleey,Tareedisho,9,10,10
7196,,Garasbaaleey,Tareedisho,5,5,7
7404,,Garasbaaleey,Tareedisho,3,3,4
7405,,Garasbaaleey,Tareedisho,1,1,1
7406,,Garasbaaleey,Tareedisho,14,7,8
7407,,Garasbaaleey,Tareedisho,1,2,1
7408,,Garasbaaleey,Tareedisho,24,9,13
7409,,Garasbaaleey,Tareedisho,1,7,1
7473,,Garasbaaleey,Tareedisho,4,1,8
7474,,Garasbaaleey,Tareedisho,16,23,18
7475,,Garasbaaleey,Tareedisho,0,2,3
7509,,Garasbaaleey,Tareedisho,11,7,7
7510,,Garasbaaleey,Tareedisho,0,8,2
7518,,Garasbaaleey,Tareedisho,2,1,2
7669,,Garasbaaleey,Tareedisho,6,5,5
7670,,Garasbaaleey,Tareedisho,0,4,9
7671,,Garasbaaleey,Tareedisho,0,8,2
7672,,Garasbaaleey,Tareedisho,3,2,1
7673,,Garasbaaleey,Tareedisho,0,1,1
7674,,Garasbaaleey,Tareedisho,5,1,1
7675,,Garasbaaleey,Tareedisho,0,2,8
7676,,Garasbaaleey,Tareedisho,9,4,6
7680,,Garasbaaleey,Tareedisho,2,7,8
7700,,Garasbaaleey,Tareedisho,0,1,2
7810,,Garasbaaleey,Tareedisho,0,0,1
7876,,Garasbaaleey,Tareedisho,0,0,1
7877,,Garasbaaleey,Tareedisho,0,0,1
7878,,Garasbaaleey,Tareedisho,0,0,2
7879,,Garasbaaleey,Tareedisho,0,0,1
7880,,Garasbaaleey,Tareedisho,0,0,1
19,,Garasbaaleey,Tabeelaha,0,0,5
34,,Garasbaaleey,Tabeelaha,0,0,0
35,,Garasbaaleey,Tabeelaha,6,19,0
36,,Garasbaaleey,Tabeelaha,16,0,5
41,,Garasbaaleey,Tabeelaha,0,0,0
46,,Garasbaaleey,Tabeelaha,0,0,0
62,,Garasbaaleey,Tabeelaha,0,0,0
64,,Garasbaaleey,Tabeelaha,0,0,0
69,,Garasbaaleey,Tabeelaha,1,4,4
76,,Garasbaaleey,Tabeelaha,0,0,0
88,,Garasbaaleey,Tabeelaha,0,0,0
90,,Garasbaaleey,Tabeelaha,0,0,38
99,,Garasbaaleey,Tabeelaha,0,0,0
100,,Garasbaaleey,Tabeelaha,0,0,0
104,,Garasbaaleey,Tabeelaha,0,0,0
105,,Garasbaaleey,Tabeelaha,0,0,0
107,,Garasbaaleey,Tabeelaha,0,0,0
113,,Garasbaaleey,Tabeelaha,0,0,0
115,,Garasbaaleey,Tabeelaha,0,0,0
116,,Garasbaaleey,Tabeelaha,0,0,0
120,,Garasbaaleey,Tabeelaha,0,11,13
125,,Garasbaaleey,Tabeelaha,0,1,4
140,,Garasbaaleey,Tabeelaha,0,0,0
141,,Garasbaaleey,Tabeelaha,0,0,0
156,,Garasbaaleey,Tabeelaha,33,0,8
158,,Garasbaaleey,Tabeelaha,0,0,0
161,,Garasbaaleey,Tabeelaha,0,0,0
163,,Garasbaaleey,Tabeelaha,0,0,0
189,,Garasbaaleey,Tabeelaha,0,0,0
190,,Garasbaaleey,Tabeelaha,0,0,0
198,,Garasbaaleey,Tabeelaha,0,0,0
199,,Garasbaaleey,Tabeelaha,0,0,0
207,,Garasbaaleey,Tabeelaha,0,0,0
211,,Garasbaaleey,Tabeelaha,30,11,0
212,,Garasbaaleey,Tabeelaha,0,0,3
213,,Garasbaaleey,Tabeelaha,0,0,0
214,,Garasbaaleey,Tabeelaha,0,0,0
220,,Garasbaaleey,Tabeelaha,6,7,0
233,,Garasbaaleey,Tabeelaha,0,9,6
234,,Garasbaaleey,Tabeelaha,0,0,0
235,,Garasbaaleey,Tabeelaha,31,29,25
236,,Garasbaaleey,Tabeelaha,0,0,0
237,,Garasbaaleey,Tabeelaha,0,0,0
257,,Garasbaaleey,Tabeelaha,0,0,0
263,,Garasbaaleey,Tabeelaha,12,6,0
270,,Garasbaaleey,Tabeelaha,3,4,4
271,,Garasbaaleey,Tabeelaha,0,0,0
272,,Garasbaaleey,Tabeelaha,0,1,0
273,,Garasbaaleey,Tabeelaha,0,0,0
274,,Garasbaaleey,Tabeelaha,0,0,0
275,,Garasbaaleey,Tabeelaha,0,0,0
276,,Garasbaaleey,Tabeelaha,0,0,0
277,,Garasbaaleey,Tabeelaha,0,0,0
336,,Garasbaaleey,Tabeelaha,3,17,0
337,,Garasbaaleey,Tabeelaha,0,0,0
338,,Garasbaaleey,Tabeelaha,0,0,0
339,,Garasbaaleey,Tabeelaha,0,0,0
362,,Garasbaaleey,Tabeelaha,7,12,9
363,,Garasbaaleey,Tabeelaha,0,0,0
364,,Garasbaaleey,Tabeelaha,0,0,0
365,,Garasbaaleey,Tabeelaha,3,4,0
366,,Garasbaaleey,Tabeelaha,0,0,0
367,,Garasbaaleey,Tabeelaha,0,0,0
368,,Garasbaaleey,Tabeelaha,4,6,7
369,,Garasbaaleey,Tabeelaha,0,0,0
370,,Garasbaaleey,Tabeelaha,0,0,0
371,,Garasbaaleey,Tabeelaha,0,0,0
372,,Garasbaaleey,Tabeelaha,0,0,0
373,,Garasbaaleey,Tabeelaha,0,0,0
374,,Garasbaaleey,Tabeelaha,31,16,13
375,,Garasbaaleey,Tabeelaha,12,13,0
376,,Garasbaaleey,Tabeelaha,0,0,0
504,,Garasbaaleey,Tabeelaha,0,0,0
505,,Garasbaaleey,Tabeelaha,0,0,0
545,,Garasbaaleey,Tabeelaha,0,0,0
546,,Garasbaaleey,Tabeelaha,0,0,0
547,,Garasbaaleey,Tabeelaha,7,5,5
548,,Garasbaaleey,Tabeelaha,11,0,0
549,,Garasbaaleey,Tabeelaha,0,0,0
550,,Garasbaaleey,Tabeelaha,0,0,0
551,,Garasbaaleey,Tabeelaha,19,0,0
552,,Garasbaaleey,Tabeelaha,0,0,0
553,,Garasbaaleey,Tabeelaha,14,7,0
554,,Garasbaaleey,Tabeelaha,0,0,0
555,,Garasbaaleey,Tabeelaha,0,0,0
556,,Garasbaaleey,Tabeelaha,0,0,0
557,,Garasbaaleey,Tabeelaha,0,0,0
558,,Garasbaaleey,Tabeelaha,0,0,0
559,,Garasbaaleey,Tabeelaha,0,0,0
560,,Garasbaaleey,Tabeelaha,0,0,0
561,,Garasbaaleey,Tabeelaha,0,0,0
562,,Garasbaaleey,Tabeelaha,0,0,0
563,,Garasbaaleey,Tabeelaha,0,0,0
564,,Garasbaaleey,Tabeelaha,0,0,0
565,,Garasbaaleey,Tabeelaha,0,0,0
566,,Garasbaaleey,Tabeelaha,0,0,0
567,,Garasbaaleey,Tabeelaha,0,0,0
568,,Garasbaaleey,Tabeelaha,0,0,0
814,,Garasbaaleey,Tabeelaha,0,0,0
893,,Garasbaaleey,Tabeelaha,0,0,0
896,,Garasbaaleey,Tabeelaha,0,0,0
897,,Garasbaaleey,Tabeelaha,0,0,0
1595,,Garasbaaleey,Tabeelaha,0,0,0
1596,,Garasbaaleey,Tabeelaha,0,0,0
1597,,Garasbaaleey,Tabeelaha,0,0,0
1598,,Garasbaaleey,Tabeelaha,0,0,0
1599,,Garasbaaleey,Tabeelaha,6,0,0
1600,,Garasbaaleey,Tabeelaha,0,0,0
1601,,Garasbaaleey,Tabeelaha,0,0,0
1602,,Garasbaaleey,Tabeelaha,68,36,19
1603,,Garasbaaleey,Tabeelaha,11,1,0
1604,,Garasbaaleey,Tabeelaha,0,0,0
1605,,Garasbaaleey,Tabeelaha,0,0,0
1606,,Garasbaaleey,Tabeelaha,0,0,0
1607,,Garasbaaleey,Tabeelaha,0,0,0
1608,,Garasbaaleey,Tabeelaha,0,0,0
1609,,Garasbaaleey,Tabeelaha,0,0,33
1610,,Garasbaaleey,Tabeelaha,0,0,0
1611,,Garasbaaleey,Tabeelaha,5,17,11
1612,,Garasbaaleey,Tabeelaha,0,0,0
1613,,Garasbaaleey,Tabeelaha,0,0,0
1614,,Garasbaaleey,Tabeelaha,10,9,8
1615,,Garasbaaleey,Tabeelaha,1,0,0
1616,,Garasbaaleey,Tabeelaha,0,0,0
1617,,Garasbaaleey,Tabeelaha,0,0,0
1618,,Garasbaaleey,Tabeelaha,0,0,0
1619,,Garasbaaleey,Tabeelaha,0,3,10
1620,,Garasbaaleey,Tabeelaha,7,3,0
1621,,Garasbaaleey,Tabeelaha,0,0,0
1622,,Garasbaaleey,Tabeelaha,0,0,0
1623,,Garasbaaleey,Tabeelaha,0,0,0
1624,,Garasbaaleey,Tabeelaha,0,0,0
1625,,Garasbaaleey,Tabeelaha,0,0,0
1626,,Garasbaaleey,Tabeelaha,0,0,0
1627,,Garasbaaleey,Tabeelaha,0,0,0
1628,,Garasbaaleey,Tabeelaha,0,0,0
1629,,Garasbaaleey,Tabeelaha,0,0,0
1630,,Garasbaaleey,Tabeelaha,0,0,0
1631,,Garasbaaleey,Tabeelaha,4,9,8
1632,,Garasbaaleey,Tabeelaha,3,5,4
1633,,Garasbaaleey,Tabeelaha,0,0,0
1634,,Garasbaaleey,Tabeelaha,3,4,4
1635,,Garasbaaleey,Tabeelaha,0,0,0
1636,,Garasbaaleey,Tabeelaha,9,10,0
1637,,Garasbaaleey,Tabeelaha,0,0,24
1638,,Garasbaaleey,Tabeelaha,0,0,7
1639,,Garasbaaleey,Tabeelaha,0,0,0
1640,,Garasbaaleey,Tabeelaha,0,0,0
1641,,Garasbaaleey,Tabeelaha,0,0,0
1642,,Garasbaaleey,Tabeelaha,0,6,8
1643,,Garasbaaleey,Tabeelaha,0,0,0
1644,,Garasbaaleey,Tabeelaha,0,0,0
1645,,Garasbaaleey,Tabeelaha,11,9,10
1646,,Garasbaaleey,Tabeelaha,40,16,14
1647,,Garasbaaleey,Tabeelaha,21,11,0
1648,,Garasbaaleey,Tabeelaha,1,7,0
1649,,Garasbaaleey,Tabeelaha,0,0,0
1650,,Garasbaaleey,Tabeelaha,5,3,7
1651,,Garasbaaleey,Tabeelaha,0,8,7
1652,,Garasbaaleey,Tabeelaha,0,0,0
1653,,Garasbaaleey,Tabeelaha,46,33,18
1654,,Garasbaaleey,Tabeelaha,0,0,0
1655,,Garasbaaleey,Tabeelaha,0,0,0
1656,,Garasbaaleey,Tabeelaha,0,0,0
1657,,Garasbaaleey,Tabeelaha,0,0,0
1658,,Garasbaaleey,Tabeelaha,0,0,0
1659,,Garasbaaleey,Tabeelaha,1,3,13
1660,,Garasbaaleey,Tabeelaha,0,0,0
1661,,Garasbaaleey,Tabeelaha,5,5,4
1662,,Garasbaaleey,Tabeelaha,0,0,0
1663,,Garasbaaleey,Tabeelaha,0,0,0
1664,,Garasbaaleey,Tabeelaha,0,0,0
1665,,Garasbaaleey,Tabeelaha,0,0,0
1666,,Garasbaaleey,Tabeelaha,0,0,0
1667,,Garasbaaleey,Tabeelaha,0,0,0
1668,,Garasbaaleey,Tabeelaha,0,0,0
1669,,Garasbaaleey,Tabeelaha,0,0,0
1670,,Garasbaaleey,Tabeelaha,0,0,0
1671,,Garasbaaleey,Tabeelaha,0,0,0
1672,,Garasbaaleey,Tabeelaha,0,0,0
1673,,Garasbaaleey,Tabeelaha,0,0,0
1674,,Garasbaaleey,Tabeelaha,0,0,0
1675,,Garasbaaleey,Tabeelaha,0,0,0
1677,,Garasbaaleey,Tabeelaha,0,0,0
1678,,Garasbaaleey,Tabeelaha,0,0,0
1679,,Garasbaaleey,Tabeelaha,0,0,0
1680,,Garasbaaleey,Tabeelaha,0,0,0
1681,,Garasbaaleey,Tabeelaha,0,0,0
1682,,Garasbaaleey,Tabeelaha,0,0,0
1683,,Garasbaaleey,Tabeelaha,0,0,0
1684,,Garasbaaleey,Tabeelaha,0,0,0
1685,,Garasbaaleey,Tabeelaha,0,0,0
1686,,Garasbaaleey,Tabeelaha,0,0,0
1687,,Garasbaaleey,Tabeelaha,0,0,0
1688,,Garasbaaleey,Tabeelaha,0,0,0
1689,,Garasbaaleey,Tabeelaha,0,0,0
1690,,Garasbaaleey,Tabeelaha,0,0,0
1691,,Garasbaaleey,Tabeelaha,0,0,0
1692,,Garasbaaleey,Tabeelaha,0,0,0
1693,,Garasbaaleey,Tabeelaha,0,0,0
1694,,Garasbaaleey,Tabeelaha,0,0,0
1695,,Garasbaaleey,Tabeelaha,0,0,0
1696,,Garasbaaleey,Tabeelaha,0,0,0
1697,,Garasbaaleey,Tabeelaha,0,0,0
1698,,Garasbaaleey,Tabeelaha,0,0,0
1699,,Garasbaaleey,Tabeelaha,0,0,0
1700,,Garasbaaleey,Tabeelaha,0,0,0
1701,,Garasbaaleey,Tabeelaha,0,0,0
1702,,Garasbaaleey,Tabeelaha,0,0,0
1703,,Garasbaaleey,Tabeelaha,0,0,0
1704,,Garasbaaleey,Tabeelaha,0,0,0
1705,,Garasbaaleey,Tabeelaha,0,0,0
1706,,Garasbaaleey,Tabeelaha,0,0,0
1707,,Garasbaaleey,Tabeelaha,0,0,0
1708,,Garasbaaleey,Tabeelaha,0,0,0
1709,,Garasbaaleey,Tabeelaha,0,0,0
1710,,Garasbaaleey,Tabeelaha,0,0,0
1711,,Garasbaaleey,Tabeelaha,0,3,0
1712,,Garasbaaleey,Tabeelaha,4,0,0
1713,,Garasbaaleey,Tabeelaha,0,0,0
1714,,Garasbaaleey,Tabeelaha,0,0,0
1715,,Garasbaaleey,Tabeelaha,0,0,0
1716,,Garasbaaleey,Tabeelaha,0,0,0
1717,,Garasbaaleey,Tabeelaha,0,0,0
1718,,Garasbaaleey,Tabeelaha,0,0,0
1719,,Garasbaaleey,Tabeelaha,17,24,3
1720,,Garasbaaleey,Tabeelaha,0,0,0
1721,,Garasbaaleey,Tabeelaha,0,0,0
1722,,Garasbaaleey,Tabeelaha,0,11,15
1723,,Garasbaaleey,Tabeelaha,0,0,0
1724,,Garasbaaleey,Tabeelaha,0,0,0
1725,,Garasbaaleey,Tabeelaha,2,0,1
1726,,Garasbaaleey,Tabeelaha,0,0,0
1727,,Garasbaaleey,Tabeelaha,20,23,20
1728,,Garasbaaleey,Tabeelaha,0,0,0
1729,,Garasbaaleey,Tabeelaha,0,0,0
1730,,Garasbaaleey,Tabeelaha,0,0,0
1731,,Garasbaaleey,Tabeelaha,0,0,0
1732,,Garasbaaleey,Tabeelaha,0,0,0
3899,,Garasbaaleey,Tabeelaha,0,0,0
3905,,Garasbaaleey,Tabeelaha,0,0,0
3908,,Garasbaaleey,Tabeelaha,0,0,0
3915,,Garasbaaleey,Tabeelaha,21,10,0
3916,,Garasbaaleey,Tabeelaha,0,0,0
3997,,Garasbaaleey,Tabeelaha,0,0,0
3998,,Garasbaaleey,Tabeelaha,0,0,29
3999,,Garasbaaleey,Tabeelaha,0,0,0
4000,,Garasbaaleey,Tabeelaha,4,5,2
4001,,Garasbaaleey,Tabeelaha,0,0,0
4002,,Garasbaaleey,Tabeelaha,15,24,0
4003,,Garasbaaleey,Tabeelaha,0,0,0
4004,,Garasbaaleey,Tabeelaha,0,0,0
4005,,Garasbaaleey,Tabeelaha,16,18,8
4006,,Garasbaaleey,Tabeelaha,3,2,3
4007,,Garasbaaleey,Tabeelaha,19,7,0
4008,,Garasbaaleey,Tabeelaha,6,3,0
4009,,Garasbaaleey,Tabeelaha,0,0,0
4010,,Garasbaaleey,Tabeelaha,0,0,0
4011,,Garasbaaleey,Tabeelaha,0,0,0
4012,,Garasbaaleey,Tabeelaha,0,10,16
4013,,Garasbaaleey,Tabeelaha,0,0,0
4014,,Garasbaaleey,Tabeelaha,0,0,0
4015,,Garasbaaleey,Tabeelaha,0,0,0
4016,,Garasbaaleey,Tabeelaha,0,0,0
4017,,Garasbaaleey,Tabeelaha,0,0,0
4018,,Garasbaaleey,Tabeelaha,0,0,0
4019,,Garasbaaleey,Tabeelaha,0,0,0
4020,,Garasbaaleey,Tabeelaha,0,0,0
4021,,Garasbaaleey,Tabeelaha,0,3,4
4022,,Garasbaaleey,Tabeelaha,0,0,0
4023,,Garasbaaleey,Tabeelaha,5,7,0
4024,,Garasbaaleey,Tabeelaha,5,6,5
4025,,Garasbaaleey,Tabeelaha,0,0,0
4026,,Garasbaaleey,Tabeelaha,0,0,0
4395,,Garasbaaleey,Tabeelaha,0,0,0
4397,,Garasbaaleey,Tabeelaha,28,24,13
4429,,Garasbaaleey,Tabeelaha,0,0,0
4431,,Garasbaaleey,Tabeelaha,0,0,0
4477,,Garasbaaleey,Tabeelaha,0,0,0
4478,,Garasbaaleey,Tabeelaha,0,0,0
4479,,Garasbaaleey,Tabeelaha,10,9,9
4480,,Garasbaaleey,Tabeelaha,0,0,0
4481,,Garasbaaleey,Tabeelaha,0,0,0
4482,,Garasbaaleey,Tabeelaha,0,0,1
4483,,Garasbaaleey,Tabeelaha,4,29,16
4484,,Garasbaaleey,Tabeelaha,0,0,0
4485,,Garasbaaleey,Tabeelaha,0,0,5
4486,,Garasbaaleey,Tabeelaha,6,6,8
4487,,Garasbaaleey,Tabeelaha,21,12,11
4488,,Garasbaaleey,Tabeelaha,0,0,0
4489,,Garasbaaleey,Tabeelaha,0,0,0
4490,,Garasbaaleey,Tabeelaha,0,0,0
4491,,Garasbaaleey,Tabeelaha,0,0,0
4492,,Garasbaaleey,Tabeelaha,0,0,0
4493,,Garasbaaleey,Tabeelaha,0,0,0
4494,,Garasbaaleey,Tabeelaha,0,0,0
4495,,Garasbaaleey,Tabeelaha,0,0,0
4496,,Garasbaaleey,Tabeelaha,0,0,0
4497,,Garasbaaleey,Tabeelaha,0,0,0
4498,,Garasbaaleey,Tabeelaha,0,0,0
4499,,Garasbaaleey,Tabeelaha,0,0,0
4500,,Garasbaaleey,Tabeelaha,0,0,0
4501,,Garasbaaleey,Tabeelaha,0,0,0
4502,,Garasbaaleey,Tabeelaha,0,0,0
4503,,Garasbaaleey,Tabeelaha,0,0,0
4504,,Garasbaaleey,Tabeelaha,0,0,0
4505,,Garasbaaleey,Tabeelaha,0,0,0
4506,,Garasbaaleey,Tabeelaha,0,0,0
4507,,Garasbaaleey,Tabeelaha,0,0,0
4910,,Garasbaaleey,Tabeelaha,0,0,0
4911,,Garasbaaleey,Tabeelaha,0,0,0
4912,,Garasbaaleey,Tabeelaha,0,0,0
4943,,Garasbaaleey,Tabeelaha,0,0,0
4944,,Garasbaaleey,Tabeelaha,7,8,8
4945,,Garasbaaleey,Tabeelaha,0,0,0
4946,,Garasbaaleey,Tabeelaha,1,0,0.6875
4947,,Garasbaaleey,Tabeelaha,0,0,0
4948,,Garasbaaleey,Tabeelaha,0,0,0
4949,,Garasbaaleey,Tabeelaha,0,0,0
4950,,Garasbaaleey,Tabeelaha,0,0,0
4951,,Garasbaaleey,Tabeelaha,0,0,0
4952,,Garasbaaleey,Tabeelaha,0,0,0
4953,,Garasbaaleey,Tabeelaha,0,0,0
4954,,Garasbaaleey,Tabeelaha,0,0,0
4955,,Garasbaaleey,Tabeelaha,0,0,0
4956,,Garasbaaleey,Tabeelaha,0,0,0
4957,,Garasbaaleey,Tabeelaha,0,0,0
4958,,Garasbaaleey,Tabeelaha,0,0,0
4959,,Garasbaaleey,Tabeelaha,3,4,3
5146,,Garasbaaleey,Tabeelaha,0,0,0
5147,,Garasbaaleey,Tabeelaha,0,0,0
5160,,Garasbaaleey,Tabeelaha,0,0,0
5164,,Garasbaaleey,Tabeelaha,0,0,0
5184,,Garasbaaleey,Tabeelaha,0,0,0
5185,,Garasbaaleey,Tabeelaha,0,0,0
5186,,Garasbaaleey,Tabeelaha,0,0,0
5187,,Garasbaaleey,Tabeelaha,0,0,0
5188,,Garasbaaleey,Tabeelaha,0,0,0
5189,,Garasbaaleey,Tabeelaha,0,0,0
5190,,Garasbaaleey,Tabeelaha,0,0,0
5191,,Garasbaaleey,Tabeelaha,0,0,0
5192,,Garasbaaleey,Tabeelaha,18,22,21
5193,,Garasbaaleey,Tabeelaha,0,0,0
5194,,Garasbaaleey,Tabeelaha,1,0,2
5195,,Garasbaaleey,Tabeelaha,0,0,0
5196,,Garasbaaleey,Tabeelaha,0,0,0
5197,,Garasbaaleey,Tabeelaha,0,0,0
5198,,Garasbaaleey,Tabeelaha,0,0,0
5199,,Garasbaaleey,Tabeelaha,0,0,0
5200,,Garasbaaleey,Tabeelaha,0,0,0
5201,,Garasbaaleey,Tabeelaha,0,0,0
5202,,Garasbaaleey,Tabeelaha,0,10,8
5203,,Garasbaaleey,Tabeelaha,0,0,0
5204,,Garasbaaleey,Tabeelaha,0,0,0
5420,,Garasbaaleey,Tabeelaha,0,0,0
5422,,Garasbaaleey,Tabeelaha,0,0,0
5433,,Garasbaaleey,Tabeelaha,0,18,0
5441,,Garasbaaleey,Tabeelaha,0,0,0
5442,,Garasbaaleey,Tabeelaha,0,5,5
5443,,Garasbaaleey,Tabeelaha,0,0,0
5444,,Garasbaaleey,Tabeelaha,10,9,10
5445,,Garasbaaleey,Tabeelaha,0,0,0.625
5446,,Garasbaaleey,Tabeelaha,0,0,0
5447,,Garasbaaleey,Tabeelaha,0,0,0
5519,,Garasbaaleey,Tabeelaha,0,0,0
5522,,Garasbaaleey,Tabeelaha,7,10,7
5530,,Garasbaaleey,Tabeelaha,0,0,0
5554,,Garasbaaleey,Tabeelaha,0,0,0
5555,,Garasbaaleey,Tabeelaha,0,0,0
5556,,Garasbaaleey,Tabeelaha,0,0,0
5557,,Garasbaaleey,Tabeelaha,0,0,0
5558,,Garasbaaleey,Tabeelaha,10,11,6
5559,,Garasbaaleey,Tabeelaha,7,17,9
5560,,Garasbaaleey,Tabeelaha,0,0,0
5561,,Garasbaaleey,Tabeelaha,0,1,5
5562,,Garasbaaleey,Tabeelaha,0,0,0
5563,,Garasbaaleey,Tabeelaha,0,0,0
5564,,Garasbaaleey,Tabeelaha,0,0,0
5565,,Garasbaaleey,Tabeelaha,0,0,0
5678,,Garasbaaleey,Tabeelaha,0,0,0
5681,,Garasbaaleey,Tabeelaha,0,0,0
5690,,Garasbaaleey,Tabeelaha,0,0,0
5691,,Garasbaaleey,Tabeelaha,0,10,0
5692,,Garasbaaleey,Tabeelaha,0,0,0
5732,,Garasbaaleey,Tabeelaha,0,0,0
5745,,Garasbaaleey,Tabeelaha,0,0,0
5746,,Garasbaaleey,Tabeelaha,7,6,0
5747,,Garasbaaleey,Tabeelaha,1,0,0
5748,,Garasbaaleey,Tabeelaha,0,0,9
5749,,Garasbaaleey,Tabeelaha,0,7,14
